Atualização;n;Abrangência2;Abrangência1;UF;Município;Empreendimento;Eixo;Subeixo;Modalidade;Classificação;Estágio;Estimativa do valor total do empreendimento no Novo PAC (2023-2030) (R$);Percentual de execução do empreendimento (%);Tipo de Executor
jul/25;14380;Intra Estado;Município;RS;Itaqui;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14389;Intra Estado;Município;RS;Piratini;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14392;Intra Estado;Município;RS;Segredo;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14403;Intra Estado;Município;RS;Porto Lucena;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14425;Intra Estado;Município;RS;Palmeira das Missões;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14439;Intra Estado;Município;RS;Redentora;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14490;Intra Estado;Município;RS;São Pedro do Butiá;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14507;Intra Estado;Município;RS;Manoel Viana;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14521;Intra Estado;Município;RS;Erval Seco;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;677.000,00;100;Municipal
jul/25;14528;Intra Estado;Município;RS;Barão do Triunfo;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14533;Intra Estado;Município;RS;São Lourenço do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14539;Intra Estado;Município;RS;São Jerônimo;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
jul/25;14548;Intra Estado;Município;RS;Taquara;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14642;Intra Estado;Município;RS;Itaara;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14650;Intra Estado;Município;RS;Vacaria;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14672;Intra Estado;Município;RS;Canguçu;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Em ação preparatória;581.878,00;;Municipal
jul/25;14688;Intra Estado;Município;RS;Cachoeira do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14699;Intra Estado;Município;RS;Pelotas;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;399.000,00;100;Municipal
jul/25;14745;Intra Estado;Município;RS;Candiota;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;398.500,00;100;Municipal
jul/25;14779;Intra Estado;Município;RS;Terra de Areia;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14784;Intra Estado;Município;RS;Três Cachoeiras;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
jul/25;14814;Intra Estado;Município;RS;Ametista do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;14849;Intra Estado;Município;RS;Glorinha;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção 2023 - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
jul/25;15729;Intra Estado;Município;RS;Sant'Ana do Livramento;EOL Coxilha Negra 3;Transição e Segurança Energética;Geração de Energia;Eólicas;Obra;Concluído;443.939.758,00;100;Privado
jul/25;15731;Intra Estado;Município;RS;Sant'Ana do Livramento;EOL Coxilha Negra 4;Transição e Segurança Energética;Geração de Energia;Eólicas;Obra;Em execução;408.424.577,00;97,8;Privado
jul/25;15867;Intra Estado;Município;RS;Ipê;PCH Saltinho RS;Transição e Segurança Energética;Geração de Energia;Pequenas Centrais Hidrelétricas;Obra;Em execução;139.798.782,00;73;Privado
jul/25;15869;Intra Estado;Município;RS;Mormaço;PCH Santo Antônio do Jacuí;Transição e Segurança Energética;Geração de Energia;Pequenas Centrais Hidrelétricas;Obra;Em execução;26.657.634,00;71;Privado
jul/25;16057;Intra Estado;Município;RS;Itaqui;UTE Camil Cambaí;Transição e Segurança Energética;Geração de Energia;Térmica Renovável;Obra;Em execução;26.106.614,00;67,5;Privado
jul/25;16210;Intra Estado;Município;RS;Taquari;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;0,00;;Municipal
jul/25;16212;Intra Estado;Município;RS;Cruz Alta;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;81.852,96;;Municipal
jul/25;16214;Intra Estado;Município;RS;Parobé;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;102.400,00;100;Municipal
jul/25;16216;Intra Estado;Município;RS;Cachoeira do Sul;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;278.745,60;;Municipal
jul/25;16218;Intra Estado;Município;RS;Erechim;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;0,00;;Municipal
jul/25;16220;Intra Estado;Município;RS;Capão do Cipó;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
jul/25;16222;Intra Estado;Município;RS;Viamão;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;160.000,00;100;Municipal
jul/25;16224;Intra Estado;Município;RS;Candelária;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
jul/25;16226;Intra Estado;Município;RS;Lagoa Vermelha;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;0,00;;Municipal
jul/25;16227;Intra Estado;Município;RS;Rio Grande;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
jul/25;16228;Intra Estado;Município;RS;Seberi;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
jul/25;16229;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
jul/25;16230;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
jul/25;16231;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;81.852,96;;Municipal
jul/25;16232;Intra Estado;Município;RS;Itaqui;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Em ação preparatória;163.452,96;;Municipal
jul/25;16233;Intra Estado;Município;RS;Candiota;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;81.600,00;100;Municipal
jul/25;16234;Intra Estado;Município;RS;Cacequi;Retomada - Construção de Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Retomada de Obras - Saúde;Obra;Concluído;0,00;100;Municipal
jul/25;16264;Intra Estado;Município;RS;Rio Grande;Reforma e Ampliação do Hospital Universitário de Rio Grande - FURG;Educação, Ciência e Tecnologia;Educação Superior;Retomada, conclusão e novas obras em Hospitais Universitários Federais;Obra;Em execução;50.000.000,00;2,7;Federal
jul/25;16430;Intra Estado;Município;RS;Farroupilha;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;6.628.334,00;10;Municipal
jul/25;16456;Intra Estado;Município;RS;Vera Cruz;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.026.110,00;38;Municipal
jul/25;16488;Intra Estado;Município;RS;Estrela;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.026.110,00;0;Municipal
jul/25;16552;Intra Estado;Município;RS;Não-Me-Toque;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.026.110,00;7;Municipal
jul/25;16572;Intra Estado;Município;RS;Encantado;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.026.110,00;30;Municipal
jul/25;16576;Intra Estado;Município;RS;Arroio dos Ratos;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.452.054,00;0;Municipal
jul/25;16620;Intra Estado;Município;RS;Vitória das Missões;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.026.110,00;0;Municipal
jul/25;16622;Intra Estado;Município;RS;Teutônia;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.026.110,00;0;Municipal
jul/25;16650;Intra Estado;Município;RS;Júlio de Castilhos;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.026.110,00;20;Municipal
jul/25;16690;Intra Estado;Município;RS;Nova Hartz;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.452.054,00;0;Municipal
jul/25;16720;Intra Estado;Município;RS;Jóia;Unidade Básica de Saúde - UBS;Saúde;Atenção Primária;Seleção 2023 - Unidades Básicas de Saúde - UBSs;Obra;Em execução;2.783.622,00;0;Municipal
jul/25;16801;Intra Estado;Município;RS;Alegrete;Restaurante Universitário do Campus Alegrete - Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em licitação / Leilão;700.000,00;;Federal
jul/25;16803;Intra Estado;Município;RS;Bagé;Estruturas Acadêmicas do Campus Bagé - Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;3.500.000,00;;Federal
jul/25;16805;Intra Estado;Município;RS;Bagé;Restaurante Universitário do Campus Bagé - Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;700.000,00;;Federal
jul/25;16807;Intra Estado;Município;RS;Bagé;Salas de Aula do Campus Bagé - Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;600.000,00;;Federal
jul/25;16809;Intra Estado;Município;RS;Caçapava do Sul;Restaurante Universitário do Campus Caçapava do Sul - Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;700.000,00;;Federal
jul/25;16811;Intra Estado;Município;RS;Caxias do Sul;Novo Campus de Caxias do Sul;Educação, Ciência e Tecnologia;Educação Superior;Expansão da Rede Federal de Universidades;Obra;Em ação preparatória;50.000.000,00;;Federal
jul/25;16813;Intra Estado;Município;RS;Cerro Largo;Salas de Aula do Campus Cerro Largo - UFFS;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;1.800.000,00;;Federal
jul/25;16815;Intra Estado;Município;RS;Dom Pedrito;Salas de Aula do Campus Dom Pedrito - Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;6.000.000,00;;Federal
jul/25;16817;Intra Estado;Município;RS;Erechim;Salas de Aula do Campus Erechim - UFFS;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;2.500.000,00;;Federal
jul/25;16819;Intra Estado;Município;RS;Itaqui;Salas de Aula - Fase 2 - do Campus Itaqui - Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;1.800.000,00;;Federal
jul/25;16821;Intra Estado;Município;RS;Jaguarão;Restaurante Universitário do Campus Jaguarão- Unipampa;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;600.000,00;;Federal
jul/25;16823;Intra Estado;Município;RS;Palmeira das Missões;Instalações Prediais complementares do Campus Palmeira das Missões - UFSM;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em licitação / Leilão;500.000,00;;Federal
jul/25;16825;Intra Estado;Município;RS;Passo Fundo;Restaurante Universitário - Etapa 2 do Campus Passo Fundo - UFFS;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em execução;3.000.000,00;0;Federal
jul/25;16827;Intra Estado;Município;RS;Pelotas;Instalações Prediais complementares do Campus Capão do Leão - UFPel;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;8.000.000,00;;Federal
jul/25;16829;Intra Estado;Município;RS;Pelotas;Instalações Prediais complementares do Campus Ângelo - UFPel;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;8.000.000,00;;Federal
jul/25;16831;Intra Estado;Município;RS;Pelotas;Instalações Prediais complementares do Campus Norte - UFPel;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em ação preparatória;5.000.000,00;;Federal
jul/25;16833;Intra Estado;Município;RS;Porto Alegre;Instalações Prediais complementares do Campus Sede - UFCSPA;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em licitação / Leilão;6.500.000,00;;Federal
jul/25;16835;Intra Estado;Município;RS;Porto Alegre;Salas de Aula do Campus Sede - UFCSPA;Educação, Ciência e Tecnologia;Educação Superior;Consolidação e Reestruturação das Universidades Federais;Obra;Em licitação / Leilão;13.800.000,00;;Federal
